Train Set 	 Validation Set 
1.9605995290825813 	 5.894182188734638 
0.7783848168044969 	 9.580193192671347 
0.4771435257263345 	 9.779678994850405 
0.3769608607756739 	 9.17682619023144 
0.3350713879110685 	 8.794684176124992 
0.3080283835475151 	 9.083903147761982 
0.2866726024066341 	 10.559306115766846 
0.26640798755613426 	 9.541327531475176 
0.24954272069618774 	 11.628040777943118 
0.23834027150235276 	 11.083514858108812 
0.2295477507426176 	 12.63563279672706 
0.22074807619248935 	 10.714972007111964 
0.21088950613231053 	 12.10927891764459 
0.1990761190277014 	 10.812909620513958 
0.18781984681829303 	 11.487646032262726 
0.17737144643672242 	 10.120542309006021 
0.16647616364902124 	 9.803714438820576 
0.15650940502904426 	 8.995427691747269 
0.14522201747357824 	 8.504930768694198 
0.1327974219147116 	 7.281590843360028 
0.12102703798327988 	 7.17819891185755 
0.1104742146649946 	 5.9318199826959965 
0.10087777840122285 	 5.728280526620371 
0.09108574718489464 	 5.787906426833686 
0.0797313481975949 	 4.7065161394561725 
0.06423935654216761 	 4.777914915666445 
0.05013516972940127 	 3.834774198986233 
0.03772471152347073 	 4.006857047403665 
0.02936103499324102 	 1.9677392932506241 
0.022852613546827726 	 0.8769034765716781 
0.01761569629474487 	 0.2584098595757565 
0.01351496303034563 	 0.09280688644484603 
0.010219225822022593 	 0.08362430804654174 
0.006865855385970062 	 0.03575018222569026 
0.004748285683412495 	 0.033643558156652986 
0.0033087025885176593 	 0.025933411817834828 
0.002110116891558496 	 0.006851632690585712 
0.001340772992177601 	 0.005144120440140171 
0.0008659549633979644 	 0.0039542100771709715 
0.000572268138965853 	 0.14117576323389444 
0.00041837496412907936 	 0.0030601608139791884 
0.0003090926502558705 	 0.002216686588532826 
0.0002037624039132913 	 0.00013526289499995274 
0.0001560589679015456 	 7.223273505306583e-05 
0.000146050962917772 	 6.742571163906987e-05 
0.00013335273044736857 	 0.001429876910153786 
8.884550457349108e-05 	 0.00016480415069558554 
9.89351951741204e-05 	 0.0013455149072951961 
0.00010375087324779753 	 0.0035200608829780667 
7.616068691150251e-05 	 2.51609769091425e-05 
5.049351275364512e-05 	 2.196481136542381e-05 
5.4465203627349114e-05 	 1.9707173632680363e-05 
4.3521134350220624e-05 	 1.7289121697372303e-05 
7.573646320112792e-05 	 1.9794718003322193e-05 
4.507592886015874e-05 	 1.551625247180059e-05 
4.6947348013647884e-05 	 1.5627314244918015e-05 
3.807407057241561e-05 	 1.5123728794348928e-05 
4.17374723841405e-05 	 0.0011106124431597946 
2.632819092135041e-05 	 0.0009917698480300112 
3.0727976665695725e-05 	 1.0938108566732452e-05 
3.415283758743667e-05 	 1.064326648634893e-05 
1.849463650560761e-05 	 1.205469725953855e-05 
2.6531824185942168e-05 	 0.0056849616199829865 
3.27610659891761e-05 	 9.414087741087736e-06 
3.2591672485551864e-05 	 8.971575718330008e-06 
1.9608749456651943e-05 	 8.080733516423402e-06 
8.909299832366343e-06 	 7.834732623597586e-06 
2.572122117397849e-05 	 1.859886434342348e-05 
3.276812128818663e-05 	 7.100942819808496e-06 
3.1447496376405927e-05 	 6.970180006567061e-06 
2.213629517291068e-05 	 0.0013918879554847261 
1.666276357835797e-05 	 6.466198157126451e-06 
2.268823675298561e-05 	 6.259206284796629e-06 
1.4954686984297185e-05 	 0.003426111505951176 
1.3187938544241381e-05 	 6.239358696228646e-06 
1.2469561546452953e-05 	 5.759345881386231e-06 
2.3602219613452127e-05 	 5.743666980905752e-06 
8.7521350990439e-06 	 0.0010123783724951276 
1.4303823936738108e-05 	 3.244147778443828e-05 
2.945310021054645e-05 	 5.769387067603458e-06 
1.3824715825296728e-05 	 0.000932174113160116 
1.2709679251103836e-05 	 0.0011085326660994913 
6.347659331280197e-06 	 4.640100943326611e-06 
9.98558266082327e-06 	 5.189339257232103e-06 
1.4632801699216127e-05 	 5.0788253266442145e-06 
1.7506498694490987e-05 	 4.3829846038905556e-06 
6.936989513539813e-06 	 4.227442671070241e-06 
5.271378242430433e-06 	 4.010565213871271e-06 
1.7415879061936506e-05 	 4.283594030060083e-06 
1.8507820287244465e-05 	 4.632507007521355e-06 
7.615994795764045e-06 	 3.926844767227912e-06 
5.675069572653264e-06 	 3.7065829381588402e-06 
5.0588017650888615e-06 	 3.7488327645954754e-06 
8.019789476598403e-06 	 4.419142243258379e-06 
3.475956071235096e-05 	 1.1255315283419215e-05 
1.2753580898510842e-05 	 3.6857082056329265e-06 
4.990839163514746e-06 	 3.4757391030300287e-06 
1.874000711183915e-05 	 0.00174854093420618 
1.134747773101728e-05 	 3.2994794370855518e-06 
8.30191160613725e-06 	 3.4843091477555175e-06 
