Train Set 	 Validation Set 
3.871980528900589 	 3.6463551622755985 
3.659165469082919 	 3.3560669638893823 
3.3696136474609375 	 3.032538556038065 
3.0129193392666904 	 2.7410697125374 
2.634242182192595 	 2.6331238746643066 
2.3191769364951313 	 2.296058972676595 
2.0528876263162363 	 2.0114541561045547 
2.145822366078695 	 1.8681332270304363 
1.9054126739501953 	 1.6105831464131672 
1.5768762142100232 	 1.467744543197307 
1.3978411934592507 	 1.158084349198775 
1.1814140969134392 	 1.070288637851147 
1.2976070038259846 	 1.3756453902633101 
1.2348098754882812 	 1.159711147876496 
1.0993120887062766 	 1.15026158871858 
1.415369873046875 	 1.0126080322265625 
0.9845987685183262 	 0.8928280705990999 
1.1208140055338542 	 0.9912962406239612 
0.9175048178814827 	 0.8187092081705729 
0.7716128572504571 	 0.7239284109562001 
0.7731456756591797 	 0.861304369839755 
0.9789437866210937 	 0.7007680372758345 
0.8456804969094016 	 0.7777482646785371 
0.6898700459798177 	 0.9234087294426517 
0.7727603506534657 	 0.6227352872807929 
0.9860602033899185 	 0.7615646694017493 
0.8210407936409728 	 0.6756043129778923 
0.7066250714388761 	 0.8891462243121603 
0.5444070209156383 	 0.7301470612826413 
0.8541190407492898 	 0.7127392390002943 
0.8261052560115206 	 0.43992139291072235 
0.8712056748410488 	 0.6469165195118297 
0.7285642420991938 	 0.7638395593521443 
0.7298355102539062 	 0.5699435075124105 
0.6261211963410073 	 0.705874522527059 
0.8042145820513164 	 0.651559423893056 
0.6358058354625963 	 0.5073707691137341 
0.59612688810929 	 0.7086323038736979 
0.5581480385600657 	 0.4907245897266963 
0.6491224670410156 	 0.6993502703579989 
0.6822856267293295 	 0.6780706431767712 
0.5906460935419257 	 0.6921088036070479 
0.7176218032836914 	 0.5382729877125133 
0.6871272959607713 	 0.6164533827039931 
0.538876493771871 	 0.7310445149739583 
0.6528851123566323 	 0.5818679079096368 
0.6207410733993739 	 0.525838547858639 
0.6188824836243975 	 0.5952757130498472 
0.6123078953136097 	 0.6458968304573222 
0.6176825990068152 	 0.7470553138039329 
0.6513249417568775 	 0.5723153461109508 
0.5069907168124584 	 0.691976572672526 
0.6167137145996093 	 0.5712346615998641 
0.5898902384440105 	 0.5705904527143999 
0.7050891717274984 	 0.515658558278844 
0.6350483995802859 	 0.524657471539223 
0.5730836746540475 	 0.585514328696511 
0.6119534810384114 	 0.5182408650716146 
0.5475627006368434 	 0.5438596035571809 
0.6293827311197917 	 0.5424096533592712 
0.4790820814158818 	 0.5912455749511719 
0.6211621381234431 	 0.5618347676595052 
0.5368299917741255 	 0.5808213010747382 
0.5478485107421875 	 0.5411544556313372 
0.5172022943911345 	 0.6329177694117769 
0.6366050460121848 	 0.46694447131867106 
0.45572913776744495 	 0.46999693570071704 
0.6010079057249305 	 0.45937408226123755 
0.5239313726555811 	 0.7224001089731852 
0.61038871606191 	 0.6586922908174819 
0.5969608561197917 	 0.4784873188405797 
0.6784995092104559 	 0.4537886191105497 
0.5394546833444149 	 0.49693529656592833 
0.6677871545155843 	 0.6410934337671252 
0.5270351465197577 	 0.6382300059000651 
0.7348165865297671 	 0.5850335359573364 
0.6209173855716235 	 0.5298023223876953 
0.4760047305714 	 0.4196402376348322 
0.5749657001901181 	 0.5434782555762757 
0.5763835501163563 	 0.4162606178446019 
0.49331931545309826 	 0.5125666531649503 
0.5650157116829081 	 0.5349393804022606 
0.48765425248579547 	 0.505490123361781 
0.42745989019220526 	 0.5044702170551687 
0.47021553733132104 	 0.5081212785508897 
0.5079296875 	 0.4972770864313299 
0.5650236657325257 	 0.4833882920285489 
0.42797188136888586 	 0.6238750219345093 
0.6222763458887736 	 0.5627730349276928 
0.4562623284079812 	 0.6287496306679465 
0.5830934808609334 	 0.5500519935120928 
0.5092692963064533 	 0.4704177596352317 
0.4260036295110529 	 0.5545338975622299 
0.5943896120244806 	 0.5899590739497432 
0.5127063507729388 	 0.5881432692209879 
0.3411136973987926 	 0.5904855728149414 
0.6054994710286459 	 0.47171384638006036 
0.5736181735992432 	 0.5831160038075549 
0.459671241649683 	 0.5755526224772135 
0.456100810657848 	 0.5552542699526434 
