Train Set 	 Validation Set 
2.2787218329169363 	 5.092771814224567 
1.3226145235793472 	 6.2911702149303235 
0.9779938683889184 	 6.614487316591522 
0.7687891235524433 	 8.69878939364819 
0.608933712300457 	 10.70942302460366 
0.5174633215321274 	 11.097000690216715 
0.4750917188350532 	 12.374817300350106 
0.45080406452113625 	 12.240170039183708 
0.43328016798301755 	 12.852930840025554 
0.41768117961806717 	 11.786355715271432 
0.403947317708295 	 12.68779944020806 
0.39075655747516397 	 12.514362930406076 
0.37563021245439704 	 8.92736777177094 
0.3573690561609567 	 10.01752912913654 
0.33993763499869784 	 9.36980687134655 
0.3231293538665964 	 10.312541177086796 
0.3053848209217835 	 9.616970738620624 
0.28848740473494644 	 8.995765023197686 
0.27354891722776153 	 10.355461851079411 
0.25976754261287666 	 8.377004285230703 
0.24561743421737034 	 8.973302232458234 
0.23169860961093894 	 6.585796193873628 
0.21704104419681344 	 6.953866728654144 
0.20295888041441526 	 5.691801463458555 
0.1893046458082018 	 5.771786825031255 
0.17620139056582226 	 4.593525122243461 
0.16351305928235088 	 4.156064892491549 
0.15142603208051109 	 3.931410735380566 
0.13995654891504866 	 2.9040720310617005 
0.1290267874587098 	 2.8405479167370085 
0.11818150688274155 	 2.0594538627786836 
0.10760689484028663 	 1.4826368135763397 
0.0972554349947312 	 1.267048599026727 
0.08670701680766853 	 0.8620239124230459 
0.07597531333250579 	 0.4606673172179689 
0.0657646017072184 	 0.30678619032210497 
0.056906395298236594 	 0.2318594199968568 
0.04966437331919462 	 0.1747554030190123 
0.04356457488114258 	 0.25070639049753224 
0.03850172098429661 	 0.14455352174052108 
0.03426803829296596 	 0.07845560165373147 
0.03026253159822895 	 0.05635574602700295 
0.025970150764435068 	 0.04922622452813683 
0.021199898934976574 	 0.11085961457896738 
0.016659861057246435 	 0.04365501211995774 
0.012717948389902691 	 0.047477823120693784 
0.009165121066081076 	 0.030202984004050276 
0.006590677113886566 	 0.021616762609663585 
0.0047072847462882915 	 0.021012169071175955 
0.0034388400059032053 	 0.012776274121769361 
0.0025186175780609055 	 0.008734610238845678 
0.0018489916686039917 	 0.005017379896569971 
0.0013313086847385463 	 0.005659407600826509 
0.0009917463745719268 	 0.005408108654656574 
0.0007705278283131405 	 0.0020762744462051496 
0.000581733137509839 	 0.003191032873777051 
0.00041273094126101194 	 0.0031487922281594883 
0.00038699706889030555 	 0.003913668391347619 
0.0002773089485251404 	 0.00018765952509121165 
0.00019531229814310052 	 0.001010494446423209 
0.00017740532024533733 	 0.002267932963304895 
0.00017453867751644975 	 0.010015051496745229 
0.00011730622285932464 	 0.00047343617199064735 
0.000106362049243472 	 0.001516302561441912 
0.0001194057596037548 	 5.2164781612429954e-05 
0.0001070672686875086 	 4.685220844442592e-05 
8.479912930568228e-05 	 4.863043555970046e-05 
8.721528772806587e-05 	 3.879166522776667e-05 
0.0001088338387585038 	 0.002811954779973986 
4.9204272795142614e-05 	 3.6662383632922666e-05 
4.507203716883198e-05 	 3.04534310637643e-05 
9.411601638258457e-05 	 3.997977977413816e-05 
4.277791675686187e-05 	 0.0015505078442292358 
4.939935757319723e-05 	 2.438383940021105e-05 
6.665051383672569e-05 	 2.424491598090844e-05 
5.863081914116461e-05 	 2.2049892987066825e-05 
2.1324025710361433e-05 	 2.123258577772013e-05 
3.155865490422839e-05 	 0.0009881874637177517 
4.230180002104402e-05 	 2.166777414188007e-05 
8.852297430807013e-05 	 1.784669003034083e-05 
3.4872862100760606e-05 	 1.6845254238252367e-05 
4.359843717647781e-05 	 2.0580337072618582e-05 
3.8689596345091284e-05 	 1.5637788121548894e-05 
2.2797424822538345e-05 	 1.5887355248002892e-05 
3.7025062988436256e-05 	 0.000747578750472435 
2.4877185429909945e-05 	 1.8630507374256656e-05 
1.3650096804758235e-05 	 1.3103302487078064e-05 
1.4527496740924e-05 	 1.258672709293591e-05 
2.140205498856411e-05 	 1.2332768642247801e-05 
5.175461743934609e-05 	 2.0789292409598288e-05 
2.607869934964167e-05 	 1.348891366291329e-05 
5.835763369919028e-05 	 0.0007865546092505367 
1.7674130621255532e-05 	 1.118323052651249e-05 
2.7101152454404847e-05 	 0.00027278042666726345 
1.714006370586314e-05 	 1.092360176982817e-05 
1.674799985455549e-05 	 9.937681931550679e-06 
3.273254075261233e-05 	 1.0550434803627335e-05 
1.7803385266048812e-05 	 1.021834003763003e-05 
1.4458995162522166e-05 	 0.0011409769886085999 
2.465189936995391e-05 	 0.0005295838113949124 
