Train Set 	 Validation Set 
370.1911097717285 	 180.36928399151319 
175.02272647857666 	 75.76387748025869 
91.86935203552247 	 47.05134806110434 
61.61226881027222 	 34.66064524363165 
47.05730944633484 	 28.251203147025958 
38.433339309692386 	 24.562449304077724 
32.34843322753906 	 21.859116739704184 
27.8201588344574 	 19.08171301440017 
24.263798322677612 	 16.283731166271313 
21.38419051647186 	 14.260208924829143 
18.92158194065094 	 12.44320670722282 
16.738048009872436 	 10.813343273923822 
14.85896026611328 	 9.383021564312177 
13.270171885490418 	 8.658984289389767 
11.811866507530212 	 8.10153486302046 
10.606447575092316 	 7.642376996882974 
9.547591531276703 	 7.346309277705134 
8.611303610801697 	 7.13132483484198 
7.791781673431396 	 6.946327848471191 
7.083206119537354 	 7.029209338861377 
6.4323467719554905 	 6.827687708745672 
5.862020196914673 	 7.009652836109473 
5.382359260320664 	 7.138339021821851 
4.9471039295196535 	 7.142924828724298 
4.547992123365402 	 7.29970346075623 
4.20800045132637 	 7.338798720361027 
3.897131896018982 	 7.725401018546155 
3.635450862646103 	 7.535458770813803 
3.3867761421203615 	 7.853865551791626 
3.1731140816211703 	 7.724782613212983 
2.9682432305812836 	 7.710532164827805 
2.786507781147957 	 7.553801528743838 
2.628667665719986 	 8.2271552648306 
2.4884556621313094 	 7.79880045497101 
2.353533539175987 	 7.897117944354932 
2.225041459798813 	 7.73816524886743 
2.114148846268654 	 8.014383338945981 
2.013342471718788 	 7.5993339959401895 
1.906254478096962 	 7.855525423668274 
1.8170657509565353 	 7.922118390456658 
